iter	RMSE
591	0.1210709618
592	0.1207106307
593	0.120596319
594	0.1203643351
595	0.1200212506
596	0.1198332582
597	0.1197704552
598	0.1193126165
599	0.1189986652
600	0.1187044434
601	0.1185173547
602	0.1181967245
603	0.1179655464
604	0.117566824
605	0.1172256869
606	0.1168512332
607	0.1166406682
608	0.116561937
609	0.1164764112
610	0.1160655465
611	0.1157939104
612	0.1154451531
613	0.1153516445
614	0.1151006495
615	0.1145778159
616	0.1142128896
617	0.1137072827
618	0.1132863606
619	0.1129952088
620	0.112545164
621	0.1122644593
622	0.1118931
623	0.1116060488
624	0.1113593129
625	0.1110106003
626	0.1106800663
627	0.1103936584
628	0.1100407459
629	0.109779697
630	0.1093527615
631	0.1090688584
632	0.1089727338
633	0.1086792262
634	0.1083782454
635	0.1082304002
636	0.1081881321
637	0.1080956619
638	0.1079267913
639	0.107815046
640	0.1074792435
641	0.1070940536
642	0.1067477272
643	0.1066788866
644	0.1063016
645	0.1061859218
646	0.1060333786
647	0.1056363324
648	0.1055376941
649	0.1051260545
650	0.1047218649
651	0.104570087
652	0.1041328225
653	0.1039380361
654	0.1037887897
655	0.1036427496
656	0.1034027419
657	0.1031048239
658	0.1028037747
659	0.1024509986
660	0.1020169648
661	0.1017543022
662	0.101549945
663	0.1013219809
664	0.101257676
665	0.1009366345
666	0.1004801011
667	0.1002259344
668	0.09995812563
669	0.09958598995
670	0.09929940719
671	0.0991092498
672	0.09891102517
673	0.09855934369
674	0.09820521916
675	0.09795165482
676	0.0977771121
677	0.09764776369
678	0.09728275488
679	0.09699222441
680	0.09680835661
681	0.09674826931
682	0.09648987436
683	0.09603446311
684	0.09597173412
685	0.09572946145
686	0.09551483118
687	0.09528458908
688	0.09482186362
689	0.09456368279
690	0.09423281057
691	0.09393838853
692	0.09366087103
693	0.09328606887
694	0.09309841813
695	0.09293446022
696	0.09275541944
697	0.09252069024
698	0.09230082263
699	0.09200386651
700	0.09180120626
701	0.09159339372
702	0.09155966586
703	0.09131375471
704	0.09109147086
705	0.0909083627
706	0.09067857585
707	0.0903627812
708	0.0902366155
709	0.0901776395
710	0.08979372499
711	0.0895397195
712	0.0894810884
713	0.08921954038
714	0.08878713758
715	0.08863522513
716	0.08852127001
717	0.08825012184
718	0.08814144794
719	0.08788889435
720	0.08767538689
721	0.08743092034
722	0.08722996392
723	0.08710589081
724	0.08680586408
725	0.08664675764
726	0.08630743376
727	0.08619035773
728	0.08600039988
729	0.08557026617
730	0.08545066383
731	0.08537754733
732	0.08526290801
733	0.08509966778
734	0.08486119765
735	0.08462914675
736	0.08454738341
737	0.08438661896
738	0.08434281044
739	0.08397113877
740	0.08391829673
741	0.08367378378
742	0.08335106568
743	0.08323869054
744	0.08295775217
745	0.08267677666
746	0.08246120796
747	0.0822728791
748	0.08222810006
749	0.0821083469
750	0.0820525986
751	0.08186750453
752	0.08161697
753	0.08141612109
754	0.08130255738
755	0.0811095787
756	0.08098421634
757	0.08068424134
758	0.08055966338
759	0.08047383425
760	0.08034092104
761	0.08022866564
762	0.0799081621
763	0.0798768474
764	0.07977621812
765	0.07956719693
766	0.07954216494
767	0.0793491875
768	0.07920231028
769	0.07890506822
770	0.07874713563
771	0.07859317112
772	0.07848956376
773	0.07841180252
774	0.07820825348
775	0.07812551768
776	0.0780299301
777	0.07788253962
778	0.0777975397
779	0.07757163154
780	0.07744023919
781	0.07726447892
782	0.07707841128
783	0.07677700922
784	0.07667505059
785	0.07649704567
786	0.07620355487
787	0.07590586426
788	0.0756163486
789	0.07549717287
790	0.0753956804
791	0.07529360247
792	0.07514041887
793	0.07510182217
794	0.07498621898
795	0.07478591454
796	0.07444617589
797	0.07428873656
798	0.07417496086
799	0.07392633399
800	0.07368622401
801	0.07351865582
802	0.07332060735
803	0.07313058271
804	0.07308116914
805	0.07294563029
806	0.0728621288
807	0.07260269248
808	0.07243199411
809	0.07220279583
810	0.07201949007
811	0.07184781307
812	0.07178450853
813	0.07158835558
814	0.0714589554
815	0.07127633542
816	0.07121986896
817	0.07105266399
818	0.07079884524
819	0.07053391546
820	0.07040321066
821	0.07034080975
822	0.0702550334
823	0.07020198179
824	0.07008483929
825	0.0698471909
826	0.06966680033
827	0.06952609343
828	0.0693750352
829	0.06910772892
830	0.06897289133
831	0.06885991937
832	0.06861760641
833	0.06847861377
834	0.06824918853
835	0.06815914193
836	0.06808292185
837	0.06797666178
838	0.06775142546
839	0.06769856454
840	0.0674784986
841	0.0674127422
842	0.0671273393
843	0.06689554752
844	0.06674823473
845	0.0666450639
846	0.06654335796
847	0.06643913971
848	0.06633546799
849	0.06613423426
850	0.06593868614
851	0.06590388452
852	0.06576583581
853	0.06558071494
854	0.06543055879
855	0.0652602354
856	0.06517897898
857	0.06498340272
858	0.06485382007
859	0.06476073414
860	0.06465791465
861	0.06451143946
862	0.06428796878
863	0.06419004871
864	0.06404327317
865	0.06395309091
866	0.06378308358
867	0.06359897099
868	0.06342098256
869	0.06340215645
870	0.06335360643
871	0.06327265281
872	0.06309325114
873	0.06295061194
874	0.06291542943
875	0.06269809192
876	0.06261803824
877	0.06258446198
878	0.06253288305
879	0.06239008521
880	0.06230856801
881	0.06218238413
882	0.06197441409
883	0.06178186087
884	0.06159947564
885	0.06154018144
886	0.06145508062
887	0.06136898699
888	0.06125783374
889	0.06106370634
890	0.06093833117
891	0.06074283515
892	0.06068843265
893	0.06052821528
894	0.06041481018
895	0.06025598161
896	0.06017510624
897	0.0600723731
898	0.05988146386
899	0.05978984768
900	0.05975758934
901	0.0596137149
902	0.05950732954
903	0.05941344541
904	0.05933267143
905	0.05929429641
906	0.0591764487
907	0.05907180703
908	0.0590001712
909	0.05890456531
910	0.0587033163
911	0.05861544429
912	0.05847541608
913	0.05830769818
914	0.05819283829
915	0.05798264866
916	0.0579311494
917	0.05787581096
918	0.05785076065
919	0.0577384259
920	0.05756028036
921	0.05740155682
922	0.05726159244
923	0.05714432375
924	0.05695677824
925	0.05683570163
926	0.05676092663
927	0.05660104815
928	0.05649757093
929	0.05631067429
930	0.05616602096
931	0.05605370794
932	0.05581675621
933	0.05565278941
934	0.05556814549
935	0.05541763015
936	0.05531660761
937	0.05519603165
938	0.05502946655
939	0.05496207003
940	0.05485097861
941	0.05475755104
942	0.05457899742
943	0.05444948592
944	0.05431262234
945	0.0541948929
946	0.05407427183
947	0.0540404884
948	0.05397646704
949	0.05391365908
950	0.05383357776
951	0.05381434066
952	0.05360693876
953	0.0535113488
954	0.0534434438
955	0.05320843819
956	0.0530830101
957	0.0530640663
958	0.05285956014
959	0.0528074807
960	0.0527358247
961	0.05266649818
962	0.05255207951
963	0.05251849466
964	0.05236178404
965	0.05233777343
966	0.05220270382
967	0.05209240648
968	0.05197963933
969	0.05180106193
970	0.05169382625
971	0.05160940697
972	0.05150336257
973	0.05145154636
974	0.05132735124
975	0.05112973125
976	0.0510653506
977	0.05097381894
978	0.05086580695
979	0.05073931174
980	0.05064605342
981	0.05055379448
982	0.05046544934
983	0.05039182404
984	0.05018624593
985	0.05003298851
986	0.04994388878
987	0.04984253533
988	0.04974472845
989	0.04963479188
990	0.04956326103
991	0.04946933957
992	0.04934316263
993	0.049291125
994	0.04922672244
995	0.04913522073
996	0.04895134777
997	0.04888873733
998	0.04870996516
999	0.04856085468
